Country,location,category,codes,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,headline_percent
UK,Warrington,parks,GB,NA,NA,NA,-14,-18,-24,-24,-7,-0,-13,-19,-10,-24,-21,22,4,-7,-8,6,22,6,34,-11,NA,31,6,4,-11,15,NA,NA,-17,26,NA,6,53,NA,NA,17,24,10,-46,-29,-28.999999999999996
UK,Warrington,transit,GB,-1,3,-4,1,-8,2,-1,-3,2,-3,-3,-4,-0,7,8,3,-5,-6,-5,6,4,4,-2,-7,-3,-9,-9,-7,-9,-10,-25,-33,-36,-33,-39,-35,-51,-63,-65,-66,-67,-72,-68,-68
UK,Warrington,workplace,GB,-3,-15,-14,-15,-15,-17,-0,-0,-1,1,0,1,-0,4,3,1,2,0,1,1,2,4,1,1,0,-1,-3,-1,-1,-5,-10,-20,-23,-26,-20,-25,-43,-55,-61,-64,-63,-53,-52,-52
UK,Warrington,residential,GB,1,2,2,2,3,2,0,-0,1,1,0,0,0,-0,-1,-0,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,3,6,10,11,11,9,7,16,23,25,26,27,NA,NA,27
UK,Warwickshire,retail_recr,GB,-9,8,6,4,4,6,-2,-3,-3,-1,-1,3,-0,3,6,3,-0,-1,0,6,-0,4,-2,-2,-3,-0,-3,-9,-18,-5,-17,-27,-25,-29,-52,-60,-46,-71,-73,-74,-77,-85,-86,-86
UK,Warwickshire,grocery_pharm,GB,-4,1,-3,-3,-1,1,3,-2,1,4,0,4,3,8,2,5,4,5,6,7,5,8,5,7,7,14,13,13,3,23,26,23,29,17,9,-12,-3,-20,-22,-22,-25,-35,-44,-44
UK,Warwickshire,parks,GB,-38,19,11,5,1,19,-2,-13,-16,-4,0,7,-13,-8,11,5,7,-0,2,30,9,18,-10,2,9,12,13,6,-28,21,1,-25,-10,10,13,7,-0,-9,-13,-2,-16,-58,-56,-56.00000000000001
UK,Warwickshire,transit,GB,7,5,2,3,1,7,10,16,-0,-1,0,2,5,3,18,2,2,2,-1,8,12,12,2,2,-2,-3,-2,-6,-12,-10,-21,-29,-30,-29,-35,-40,-40,-52,-58,-63,-64,-73,-72,-72
UK,Warwickshire,workplace,GB,-2,-14,-13,-13,-14,-16,-3,-1,-2,-1,-1,-1,-3,0,2,0,1,1,1,0,1,2,1,-0,0,-1,-5,-2,-5,-7,-13,-22,-27,-28,-25,-30,-45,-58,-64,-66,-67,-57,-54,-54
UK,Warwickshire,residential,GB,1,2,3,3,3,2,-0,-0,1,1,1,1,1,-0,-1,0,1,1,1,0,-0,-1,1,1,1,2,2,2,2,4,7,11,12,13,10,8,18,24,27,28,28,19,15,15
UK,West Berkshire,retail_recr,GB,-14,20,13,7,6,6,-5,-3,3,4,-1,4,-1,1,8,8,6,-3,-6,0,-6,-3,0,-6,-3,-8,-10,-11,-16,-5,-18,-26,-27,-32,-50,-59,-48,-74,-76,-76,-79,-86,-88,-88
UK,West Berkshire,grocery_pharm,GB,-8,1,-1,-3,-1,5,1,1,5,9,2,3,2,4,2,8,5,2,4,7,1,1,6,7,3,11,9,7,4,24,25,23,27,13,0,-17,-9,-25,-27,-27,-29,-42,-49,-49
UK,West Berkshire,parks,GB,-32,19,10,13,-2,15,-2,-2,-4,7,5,3,-9,-11,16,10,4,-4,-1,13,3,4,9,3,6,-3,9,6,-14,18,-8,-3,-19,-3,13,23,7,-12,-9,-14,-19,-44,-41,-41
UK,West Berkshire,transit,GB,-17,2,-4,2,-1,18,6,19,0,-0,-1,4,15,2,11,5,-1,-1,0,10,3,13,6,-5,-4,-3,2,-11,-11,-14,-20,-24,-27,-33,-44,-54,-43,-57,-65,-68,-72,-80,-82,-82
UK,West Berkshire,workplace,GB,-4,-16,-17,-17,-18,-20,-4,-0,-1,0,1,-1,-1,2,4,1,-0,0,-1,-2,-0,2,0,-4,-3,-4,-7,-2,-3,-11,-22,-31,-36,-37,-25,-30,-52,-65,-70,-71,-71,-57,-58,-57.99999999999999
UK,West Berkshire,residential,GB,NA,3,2,3,3,3,NA,NA,2,0,1,1,0,NA,NA,1,-0,1,1,0,NA,NA,1,2,2,3,3,NA,NA,5,10,14,16,15,NA,NA,21,27,29,30,29,NA,NA,28.999999999999996
UK,West Dunbartonshire Council,retail_recr,GB,2,3,1,2,3,-7,-8,3,-1,0,2,4,5,8,8,6,3,8,4,4,-2,8,0,1,-1,2,3,-1,7,0,-8,-9,-2,-11,-32,-34,-35,-64,-68,-68,-70,-76,-75,-75
UK,West Dunbartonshire Council,grocery_pharm,GB,-4,2,6,5,3,-1,1,-4,5,6,1,1,3,-1,-3,5,10,14,10,4,0,-1,2,2,5,8,15,12,8,17,16,20,23,7,9,-15,-11,-23,-26,-27,-29,-33,-43,-43
UK,West Dunbartonshire Council,parks,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,West Dunbartonshire Council,transit,GB,-1,-1,-5,-6,-1,-8,-5,9,1,2,-1,5,-4,-1,0,1,2,1,1,1,-2,6,0,-5,-5,-5,-3,-11,0,-9,-23,-31,-24,-28,-28,-17,-45,-62,-65,-66,-66,-62,-54,-54
UK,West Dunbartonshire Council,workplace,GB,4,2,2,3,2,-2,-1,3,1,1,2,1,1,5,5,1,1,3,1,2,1,4,1,-1,-0,-2,-3,-1,-3,-8,-11,-16,-21,-24,-23,-22,-43,-59,-66,-68,-69,-57,-51,-51
UK,West Dunbartonshire Council,residential,GB,NA,1,1,0,1,2,NA,NA,1,0,1,-0,0,NA,NA,0,-0,-0,0,0,NA,NA,1,2,2,2,2,NA,NA,4,6,9,9,10,NA,NA,15,23,NA,NA,NA,NA,NA,23
UK,West Lothian,retail_recr,GB,-1,1,4,-2,-1,-5,-8,-1,-6,3,-1,5,2,7,6,4,7,6,4,1,-2,1,-2,2,-1,-1,-2,-8,-6,-2,-4,-10,-8,-17,-39,-46,-38,-59,-63,-64,-68,-75,-74,-74
UK,West Lothian,grocery_pharm,GB,1,-1,1,0,2,-0,-4,3,-0,5,-1,3,5,5,-1,5,5,5,6,4,4,3,4,4,4,11,13,11,10,16,21,23,29,15,16,2,-2,-13,-18,-17,-18,-23,-29,-28.999999999999996
UK,West Lothian,parks,GB,NA,NA,NA,NA,NA,-16,-29,NA,NA,NA,NA,NA,-9,2,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,-20,-26,-51,-29,NA,-28.999999999999996
UK,West Lothian,transit,GB,-5,-8,-8,-2,-0,-2,-8,2,-5,-1,3,2,7,6,-3,1,-1,7,4,4,0,10,-3,-5,-1,-8,-6,-12,-3,-16,-30,-28,-29,-28,-38,-15,-44,-60,-61,-64,-67,-61,-52,-52
UK,West Lothian,workplace,GB,-4,-16,-11,-1,-1,-2,-1,-1,-1,1,0,-1,-1,-1,-2,0,0,-0,0,-0,1,1,-0,-0,-2,-3,-5,-1,-4,-10,-14,-22,-25,-27,-20,-24,-43,-58,-65,-67,-67,-53,-50,-50
UK,West Lothian,residential,GB,0,2,2,0,1,2,2,0,1,0,0,-0,0,-0,0,0,-0,-0,-0,0,0,-1,0,1,1,2,2,3,2,4,7,10,10,11,9,NA,16,24,26,28,27,NA,NA,27
UK,West Midlands,retail_recr,GB,-5,7,5,5,6,6,-3,0,-3,1,1,2,2,5,6,5,3,3,-1,6,3,1,-2,-2,0,-1,-1,-10,-14,-3,-14,-20,-19,-26,-49,-57,-44,-69,-72,-73,-74,-82,-84,-84
UK,West Midlands,grocery_pharm,GB,-7,-1,-3,-4,-2,-1,-2,-3,-1,2,-0,1,0,2,1,3,2,3,5,6,1,3,3,6,5,14,14,11,7,21,22,25,32,13,2,-14,-6,-22,-26,-26,-28,-39,-45,-45
UK,West Midlands,parks,GB,-30,8,-5,-10,-10,-1,-5,3,-9,-2,2,3,-15,-7,9,14,4,-5,1,20,13,22,-3,2,8,1,-2,3,-17,22,-4,-25,-15,-2,2,13,0,-16,-9,-9,-22,-49,-45,-45
UK,West Midlands,transit,GB,-5,-5,-6,-7,-6,-2,-1,2,-4,1,-0,-2,2,2,7,0,-1,-2,-3,4,3,0,-4,-4,-5,-9,-7,-16,-20,-18,-28,-36,-40,-40,-50,-52,-56,-68,-71,-74,-73,-77,-78,-78
UK,West Midlands,workplace,GB,-3,-14,-14,-14,-15,-15,-2,-1,-3,-1,-1,-1,-3,0,1,1,2,1,1,1,2,1,1,1,1,-1,-3,-2,-5,-6,-12,-20,-24,-26,-25,-30,-44,-57,-63,-66,-66,-59,-57,-56.99999999999999
UK,West Midlands,residential,GB,1,2,3,3,3,3,0,-1,1,0,1,1,1,0,-1,0,0,0,1,0,-0,-1,1,1,1,1,2,2,2,3,6,9,10,12,10,9,16,23,25,26,28,20,15,15
UK,West Sussex,retail_recr,GB,-24,9,8,8,5,5,-5,-9,-6,-2,3,3,-5,-1,6,4,3,-1,-9,5,0,0,1,-2,2,3,-1,-5,-11,2,-10,-14,-14,-24,-41,-52,-40,-68,-71,-71,-75,-82,-85,-85
UK,West Sussex,grocery_pharm,GB,-13,3,-2,-1,-3,0,-3,-4,-1,3,-1,2,-0,1,3,5,3,1,-2,7,3,3,6,5,5,12,11,7,9,24,28,28,30,13,6,-10,-3,-22,-23,-24,-27,-38,-46,-46
UK,West Sussex,parks,GB,-46,29,22,16,6,17,-13,-12,-13,-2,18,13,-20,-23,29,16,12,-8,-17,23,-2,15,12,-4,13,14,13,1,6,58,14,12,11,-6,20,32,19,-3,9,11,-15,-47,-53,-53
UK,West Sussex,transit,GB,-8,7,13,7,6,1,2,-4,4,12,10,8,1,7,4,5,8,2,1,0,2,-5,-2,-0,-4,-6,-16,-13,-25,-19,-26,-36,-44,-51,-58,-64,-64,-69,-73,-76,-79,-83,-85,-85
UK,West Sussex,workplace,GB,-7,-18,-16,-16,-17,-17,-3,-3,-3,1,1,0,-1,0,1,0,2,0,-1,1,2,-1,0,-0,-0,-1,-3,-2,-5,-7,-14,-22,-26,-28,-23,-30,-45,-58,-64,-65,-65,-55,-56,-56.00000000000001
UK,West Sussex,residential,GB,2,3,2,3,3,3,1,0,2,0,0,1,1,1,-1,0,-0,1,2,-0,0,-0,1,1,1,2,2,2,2,3,7,10,12,13,10,9,17,24,26,27,27,19,15,15
UK,West Yorkshire,retail_recr,GB,-2,7,5,5,3,5,-2,1,-8,-1,-0,2,1,3,8,2,1,2,2,5,2,4,-2,-4,-2,-2,0,-7,-4,-3,-12,-19,-18,-22,-48,-54,-45,-70,-73,-73,-75,-83,-84,-84
UK,West Yorkshire,grocery_pharm,GB,-6,-2,-3,-3,-3,-5,-3,-2,-4,3,-1,1,-0,0,1,2,2,4,4,4,1,3,2,1,2,8,9,7,9,20,23,24,26,10,3,-11,-8,-24,-25,-26,-28,-38,-44,-44
UK,West Yorkshire,parks,GB,-30,6,-4,-9,-19,-25,-17,-11,-17,-13,-8,-2,-29,-13,-3,-1,-5,-1,4,10,14,11,-10,-15,-7,-7,-4,-0,7,17,5,-20,16,6,4,27,5,-6,1,4,-20,-49,-49,-49
UK,West Yorkshire,transit,GB,-2,-2,-5,-5,-7,-2,3,9,-0,1,1,2,3,4,7,1,-1,-0,-0,4,8,9,-2,-4,-4,-6,-4,-7,-4,-12,-23,-32,-35,-36,-44,-40,-51,-64,-67,-69,-71,-74,-74,-74
UK,West Yorkshire,workplace,GB,-1,-15,-15,-15,-16,-17,-2,-0,-5,1,1,1,0,1,2,1,1,1,1,1,1,2,0,0,1,-0,-2,-1,-1,-6,-12,-20,-24,-26,-23,-27,-42,-55,-62,-64,-65,-57,-55,-55.00000000000001
UK,West Yorkshire,residential,GB,1,3,3,3,3,3,1,-0,3,1,1,0,1,0,-1,1,0,0,0,0,-0,-1,1,1,1,1,2,1,1,3,6,9,10,11,10,8,17,23,25,26,28,19,15,15
UK,Wiltshire,retail_recr,GB,-12,9,11,9,6,9,-1,-1,-2,-1,2,3,2,4,8,6,6,-1,-1,5,1,4,1,1,2,-1,-1,-4,-10,1,-9,-15,-18,-24,-43,-52,-38,-68,-72,-72,-75,-83,-84,-84
UK,Wiltshire,grocery_pharm,GB,-7,1,-1,-1,-2,1,1,0,-0,5,-1,3,3,3,4,6,3,1,3,5,3,3,5,5,3,7,7,7,7,20,25,21,22,9,5,-13,-5,-22,-25,-27,-29,-38,-45,-45
UK,Wiltshire,parks,GB,-38,25,21,6,3,28,-0,-7,-7,-4,5,5,-14,-18,8,13,10,-16,-10,11,5,7,12,-1,10,-0,6,4,-20,26,-4,-3,-19,-7,4,14,-0,-17,-18,-16,-32,-60,-56,-56.00000000000001
UK,Wiltshire,transit,GB,-14,2,-0,-2,-3,2,10,12,-0,-1,-2,2,2,-2,13,2,2,-5,-5,2,3,6,-5,-4,-6,-6,-6,-9,-7,-10,-19,-27,-27,-30,-30,-32,-37,-51,-56,-58,-62,-67,-70,-70
UK,Wiltshire,workplace,GB,-4,-19,-18,-18,-19,-20,-3,-2,-2,0,1,1,-1,0,1,1,1,0,-0,-0,1,0,0,-1,-1,-2,-3,-2,-5,-7,-13,-22,-26,-28,-23,-29,-43,-56,-63,-64,-65,-56,-54,-54
UK,Wiltshire,residential,GB,1,2,3,3,3,3,-0,-0,1,1,0,1,1,0,-1,0,0,1,1,-0,-0,-1,1,1,1,2,2,2,2,3,7,10,12,12,10,8,16,23,26,27,27,19,15,15
UK,Windsor and Maidenhead,retail_recr,GB,-21,11,6,1,2,6,-7,-8,-8,-4,-0,2,-0,-4,8,1,-3,-5,-8,2,-1,-3,-4,-5,-2,-2,-5,-11,-21,-8,-21,-25,-27,-33,-53,-61,-49,-72,-75,-77,-80,-86,-88,-88
UK,Windsor and Maidenhead,grocery_pharm,GB,-4,5,0,-3,0,-1,-4,-1,3,7,1,2,4,4,6,8,5,6,6,10,5,8,12,12,12,21,19,11,12,29,31,36,38,19,8,-8,-2,-24,-25,-26,-29,-37,-42,-42
UK,Windsor and Maidenhead,parks,GB,-49,44,27,12,10,28,-8,-15,-10,1,7,-7,-14,-30,16,13,3,-13,-18,18,-0,-7,11,6,18,2,6,-12,-33,27,-11,-6,-33,-17,-24,-16,-16,-33,-29,-37,-45,-72,-74,-74
UK,Windsor and Maidenhead,transit,GB,-25,1,-4,-6,-6,-9,-4,-8,-6,-7,-5,-9,-6,-12,0,-8,-9,-9,-13,-8,1,-16,-9,-14,-16,-19,-22,-18,-30,-28,-39,-48,-52,-49,-51,-49,-60,-73,-75,-76,-77,-77,-79,-79
UK,Windsor and Maidenhead,workplace,GB,-6,-17,-16,-18,-20,-20,-1,-1,-1,1,-0,0,-0,-2,1,-0,0,-1,-2,1,3,0,-0,-0,-1,-4,-7,-4,-5,-15,-25,-33,-38,-37,-27,-37,-56,-68,-72,-73,-73,-60,-62,-63
UK,Windsor and Maidenhead,residential,GB,NA,2,3,3,4,3,NA,NA,1,0,1,0,1,NA,NA,0,0,1,2,0,NA,NA,1,2,2,3,4,NA,NA,7,12,15,17,16,NA,NA,22,29,31,32,31,NA,NA,31
UK,Wokingham,retail_recr,GB,-12,15,8,4,7,7,-2,-1,1,3,1,3,4,2,4,6,5,-5,-0,10,3,1,3,3,5,7,6,-2,-11,9,-10,-17,-19,-25,-45,-55,-40,-66,-70,-67,-69,-79,-81,-81
UK,Wokingham,grocery_pharm,GB,-8,-0,-3,-3,-2,-1,-5,-2,-1,6,1,4,1,-1,0,3,2,2,1,6,-5,-2,0,3,4,9,6,1,-2,18,23,26,23,6,-8,-25,-15,-31,-30,-31,-38,-46,-52,-52
UK,Wokingham,parks,GB,NA,NA,NA,-13,-19,-8,-17,-17,NA,NA,-7,-16,-31,-46,-3,NA,NA,-20,-26,-4,-7,-12,NA,NA,NA,NA,10,1,-29,NA,NA,NA,-23,20,6,35,NA,NA,NA,NA,10,-28,-26,-26
UK,Wokingham,transit,GB,-12,4,-6,-9,-10,-8,-4,29,-3,3,5,2,-3,-5,11,2,0,-5,-7,-3,-3,9,-10,-8,-8,-11,-14,-18,-10,-18,-33,-42,-49,-44,-46,-34,-57,-68,-68,-71,-71,-72,-66,-66
UK,Wokingham,workplace,GB,-6,-19,-18,-18,-21,-21,-4,-2,-0,2,3,0,1,-2,0,1,1,0,-2,1,2,-1,1,-0,-2,-4,-6,-4,-9,-13,-25,-36,-42,-40,-28,-36,-59,-71,-75,-77,-75,-60,-61,-61
UK,Wokingham,residential,GB,NA,2,3,3,3,3,NA,NA,1,0,-0,1,1,NA,NA,1,0,1,2,1,NA,NA,1,2,2,3,4,NA,NA,6,12,16,18,17,NA,NA,23,30,32,33,32,NA,NA,32
UK,Worcestershire,retail_recr,GB,-9,5,1,4,1,4,-4,-3,-3,-2,-1,1,-1,2,7,3,3,0,1,6,-1,7,0,1,1,0,-0,-6,-9,-2,-13,-22,-21,-25,-45,-53,-41,-72,-74,-75,-77,-85,-86,-86
UK,Worcestershire,grocery_pharm,GB,-6,2,-1,1,0,-1,-1,-2,0,5,1,2,1,3,4,4,4,3,5,3,1,3,5,7,6,13,10,7,6,21,24,22,24,8,4,-13,-6,-25,-25,-27,-29,-42,-47,-47
UK,Worcestershire,parks,GB,-33,37,8,2,2,8,-8,-11,-12,-2,9,9,-21,-18,2,12,4,-4,1,31,3,13,-3,4,10,10,12,3,-25,31,1,-20,-9,12,17,32,12,-6,4,9,-16,-52,-44,-44
UK,Worcestershire,transit,GB,4,13,4,5,3,12,14,24,4,5,7,6,10,7,17,9,4,3,1,11,10,19,7,6,2,1,9,-4,2,-3,-15,-24,-24,-23,-30,-28,-37,-50,-57,-61,-64,-73,-71,-71
UK,Worcestershire,workplace,GB,-5,-20,-17,-16,-17,-17,-1,-2,-1,1,-1,-1,-2,1,0,-0,0,-0,-1,-0,1,1,0,-0,-1,-2,-4,-2,-5,-5,-10,-18,-21,-24,-25,-30,-41,-55,-62,-64,-64,-57,-55,-55.00000000000001
UK,Worcestershire,residential,GB,1,4,4,3,3,3,0,-1,1,0,1,1,1,-0,-1,0,0,0,1,-0,-0,-1,1,1,1,1,2,2,1,3,6,10,11,11,10,8,16,23,26,26,27,19,14,14.000000000000002
UK,Wrexham Principal Area,retail_recr,GB,-8,6,7,4,3,3,-6,-4,-4,-1,-4,-0,-1,-3,6,1,2,-0,1,4,-2,7,-2,2,-1,1,2,-10,-8,-1,-9,-18,-14,-21,-43,-50,-38,-68,-71,-73,-72,-81,-83,-83
UK,Wrexham Principal Area,grocery_pharm,GB,-8,0,-1,1,-2,1,-0,-4,3,10,1,2,3,0,1,4,3,6,2,7,0,1,3,6,6,13,13,6,3,14,18,21,25,11,9,-12,-4,-21,-21,-26,-24,-37,-43,-43
UK,Wrexham Principal Area,parks,GB,NA,NA,NA,4,-2,0,-11,-2,NA,NA,0,0,-12,-5,19,NA,NA,0,16,22,20,25,NA,NA,4,10,12,8,5,NA,NA,-14,6,14,9,14,NA,-14,-16,-12,-18,-53,-45,-45
UK,Wrexham Principal Area,transit,GB,-10,-10,-6,-6,-11,-2,-9,9,-2,0,-2,-1,-7,-6,4,1,-2,-3,-1,2,-2,4,-1,-2,-5,-7,-6,-14,-9,-10,-18,-24,-18,-21,-33,-10,-39,-50,-58,-59,-62,-70,-64,-64
UK,Wrexham Principal Area,workplace,GB,-5,-18,-16,-16,-17,-18,-1,-1,-2,-0,-0,-0,-1,2,2,0,-0,-0,-1,1,2,-0,-2,-0,-1,-2,-3,1,-1,-5,-9,-17,-19,-21,-22,-22,-36,-48,-53,-56,-57,-51,-48,-48
UK,Wrexham Principal Area,residential,GB,NA,2,2,3,3,3,1,NA,1,1,1,1,1,1,NA,-0,0,1,0,-0,0,NA,0,0,1,2,2,2,NA,3,5,8,9,10,NA,NA,13,19,22,23,24,NA,NA,24
UK,York,retail_recr,GB,-1,25,30,26,27,15,4,-0,-5,4,0,3,-7,3,-0,4,8,5,5,1,1,4,1,7,3,3,-4,-8,-12,-1,-10,-24,-23,-37,-60,-68,-53,-75,-77,-77,-81,-88,-90,-90
UK,York,grocery_pharm,GB,-2,4,3,1,2,3,-2,1,1,7,-3,1,2,-2,0,5,2,4,4,5,0,3,3,5,2,3,3,2,5,18,20,16,17,5,-9,-19,-14,-32,-34,-36,-34,-47,-50,-50
UK,York,parks,GB,-8,54,52,36,37,25,1,-10,-10,-2,5,-1,-26,-17,-15,8,17,-1,7,3,2,-10,8,8,3,-0,-8,-13,-11,10,-1,-25,-4,-24,-49,-27,-14,-32,-21,-25,-44,-74,-64,-64
UK,York,transit,GB,8,10,11,8,11,16,13,19,4,4,4,1,6,2,-4,3,1,-1,1,10,15,12,3,-0,-4,-4,-2,-5,-4,-14,-32,-46,-48,-48,-62,-61,-63,-75,-77,-79,-80,-85,-84,-84
UK,York,workplace,GB,-2,-16,-14,-15,-17,-18,-2,4,-5,0,-1,-0,-1,-1,-1,-2,0,-1,-2,-2,1,1,-2,-2,-2,-3,-7,-5,-6,-12,-18,-28,-33,-34,-32,-38,-52,-64,-71,-72,-72,-65,-65,-65
UK,York,residential,GB,1,2,2,2,3,2,0,-1,2,0,0,0,1,0,0,0,-0,0,0,-0,-1,-1,1,1,1,1,2,1,1,3,7,11,12,12,11,NA,18,24,27,28,29,NA,NA,28.999999999999996
Italy,Abruzzo,retail_recr,IT,2,-1,1,-4,1,1,1,2,5,4,-5,-3,-3,-2,-7,-3,-2,-2,-4,-9,-18,-27,-23,-41,-52,-70,-74,-82,-90,-73,-75,-77,-77,-79,-85,-94,-78,-83,-82,-84,-81,-86,-94,-94
Italy,Abruzzo,grocery_pharm,IT,8,2,2,-1,4,3,6,17,19,7,1,3,2,2,4,3,1,5,7,3,6,10,5,1,-18,-29,-32,-42,-60,-38,-43,-44,-46,-42,-49,-82,-44,-55,-53,-58,-46,-53,-84,-84
Italy,Abruzzo,parks,IT,47,11,22,-12,-3,6,34,54,25,50,-10,-1,-3,21,-2,-6,-3,-4,13,-3,-17,-13,-6,-35,-36,-61,-65,-76,-82,-67,-66,-72,-72,-77,-85,-90,-81,-83,-84,-85,-84,-88,-89,-89
Italy,Abruzzo,transit,IT,26,7,5,1,5,7,8,20,2,-3,-11,-8,-11,-7,-11,-7,-10,-11,-16,-22,-31,-32,-38,-51,-60,-67,-72,-79,-86,-75,-76,-78,-79,-81,-85,-89,-83,-83,-83,-84,-85,-87,-90,-90
Italy,Abruzzo,workplace,IT,-1,1,2,1,1,0,0,3,-10,-15,-3,-0,-1,0,-2,1,1,1,-15,-16,-17,-9,-22,-31,-38,-50,-56,-61,-58,-58,-60,-61,-63,-63,-65,-64,-67,-71,-71,-72,-71,-67,-63,-63
Italy,Abruzzo,residential,IT,-2,-1,-1,-0,-0,-1,-0,-2,1,3,2,2,2,1,2,1,1,1,5,6,8,7,9,15,18,24,28,27,23,26,27,28,29,32,28,25,30,33,33,34,35,30,24,24
Italy,Aosta,retail_recr,IT,9,11,12,5,11,11,9,18,34,23,-0,2,21,-1,-1,-8,-0,3,-21,-4,-6,-26,-29,-51,-58,-74,-79,-88,-93,-80,-81,-83,-83,-86,-91,-95,-86,-87,-87,-88,-88,-92,-95,-95
Italy,Aosta,grocery_pharm,IT,6,8,7,7,4,9,10,30,39,23,9,3,18,7,11,2,4,4,-3,9,7,13,4,-3,-24,-27,-33,-54,-68,-37,-43,-47,-47,-45,-59,-87,-47,-50,-54,-53,-51,-62,-88,-88
Italy,Aosta,parks,IT,14,14,25,10,31,29,33,43,62,80,7,2,36,7,6,-21,5,7,-31,5,2,-24,-23,-40,-39,-54,-60,-76,-84,-60,-55,-61,-61,-75,-86,-90,-76,-76,-77,-78,-80,-86,-91,-91
Italy,Aosta,transit,IT,14,5,9,3,8,16,24,36,19,27,-2,-1,9,3,-2,-10,-1,-2,-18,-9,-7,-23,-32,-51,-51,-58,-66,-74,-82,-70,-68,-71,-72,-76,-82,-88,-79,-78,-79,-80,-81,-83,-86,-86
Italy,Aosta,workplace,IT,1,1,3,2,-0,-0,2,2,-18,-18,-17,-14,-13,-1,-2,-1,-0,-1,-15,-14,-6,-5,-21,-28,-35,-44,-51,-58,-59,-57,-60,-61,-63,-64,-63,-67,-67,-68,-69,-71,-69,-65,-67,-67
Italy,Aosta,residential,IT,-0,0,-1,0,-1,-1,-1,-3,3,2,6,7,4,2,2,3,0,1,9,6,5,5,10,15,17,23,27,NA,NA,27,27,28,30,33,NA,NA,31,32,33,35,36,NA,NA,36
Italy,Apulia,retail_recr,IT,3,-1,0,-3,-3,-1,-6,1,2,2,-7,-8,-9,-4,-5,-3,-4,-3,-5,-13,-22,-32,-24,-41,-50,-66,-70,-78,-90,-72,-75,-75,-76,-76,-81,-94,-77,-79,-80,-82,-78,-82,-94,-94
Italy,Apulia,grocery_pharm,IT,-0,0,-1,-2,-1,1,2,7,14,4,-0,2,-1,2,1,3,0,5,6,2,4,3,4,1,-15,-26,-31,-38,-62,-38,-44,-44,-46,-42,-47,-87,-46,-50,-52,-55,-44,-48,-85,-85
Italy,Apulia,parks,IT,73,13,15,4,-7,5,-3,76,28,28,-0,-16,-18,4,23,4,-4,7,4,-14,-28,-15,-12,-38,-39,-59,-63,-75,-82,-68,-69,-72,-74,-76,-84,-89,-80,-81,-83,-85,-81,-85,-88,-88
Italy,Apulia,transit,IT,12,4,5,3,2,5,4,26,-1,-2,-10,-13,-16,-10,-11,-9,-10,-11,-21,-29,-34,-36,-39,-50,-58,-67,-72,-76,-82,-78,-78,-79,-80,-80,-82,-87,-83,-82,-83,-84,-83,-84,-88,-88
Italy,Apulia,workplace,IT,-1,1,1,1,-1,-0,-2,-0,-15,-15,-5,-4,-3,-2,-3,-0,-1,-0,-16,-17,-18,-11,-23,-31,-36,-47,-52,-56,-58,-56,-59,-60,-61,-61,-61,-65,-65,-67,-67,-69,-67,-64,-64,-64
Italy,Apulia,residential,IT,-1,-1,-0,-0,1,-0,1,-1,2,2,2,3,3,2,2,1,2,1,5,7,8,8,9,14,16,21,24,24,23,24,26,26,27,28,27,25,28,29,30,31,31,28,25,25
Italy,Basilicata,retail_recr,IT,6,-2,-0,-3,-4,-2,-2,10,-0,-1,-9,-6,-8,-2,1,-2,-4,-2,-3,-13,-22,-28,-23,-39,-48,-65,-70,-76,-87,-70,-73,-75,-75,-76,-80,-92,-77,-79,-81,-82,-78,-82,-91,-91
Italy,Basilicata,grocery_pharm,IT,1,-0,-1,-1,-1,2,1,10,15,-0,-2,2,-2,1,2,3,-0,4,6,4,2,-0,1,-1,-17,-27,-32,-37,-61,-35,-45,-45,-48,-45,-47,-87,-46,-51,-56,-58,-45,-50,-84,-84
Italy,Basilicata,parks,IT,38,10,21,5,-5,14,8,62,32,33,-5,-3,-15,2,19,1,-5,1,14,-11,-35,-23,-13,-27,-30,-45,-53,-66,-71,-57,-55,-56,-60,-64,-76,-79,-69,-65,-70,-71,-70,-78,-77,-77
Italy,Basilicata,transit,IT,13,1,-1,-0,-4,0,-4,32,-8,-7,-10,-10,-10,8,-1,-8,-8,-3,-16,-24,-37,-26,-29,-41,-46,-61,-65,-71,-76,-71,-71,-72,-75,-76,-79,-83,-79,-79,-80,-82,-80,-80,-86,-86
